start	filename	destination	result
	/cos1sgw1_20220901085545_17188.xml.gz	V:\Sisula\sftp\gz\cos1sgw1_20220901085545_17188.xml.gz	true
	/cos1sgw1_20220901091012_17189.xml.gz	V:\Sisula\sftp\gz\cos1sgw1_20220901091012_17189.xml.gz	true
	/cos1sgw1_20220901091045_17190.xml.gz	V:\Sisula\sftp\gz\cos1sgw1_20220901091045_17190.xml.gz	true
	/cos2sgw1_20220831105418_22819.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831105418_22819.xml.gz	true
	/cos2sgw1_20220831105534_22820.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831105534_22820.xml.gz	true
	/cos2sgw1_20220831110918_22821.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831110918_22821.xml.gz	true
	/cos2sgw1_20220831111034_22822.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831111034_22822.xml.gz	true
	/cos2sgw1_20220831112418_22823.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831112418_22823.xml.gz	true
	/cos2sgw1_20220831112534_22824.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831112534_22824.xml.gz	true
	/cos2sgw1_20220831113918_22825.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831113918_22825.xml.gz	true
	/cos2sgw1_20220831114034_22826.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831114034_22826.xml.gz	true
	/cos2sgw1_20220831115418_22827.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831115418_22827.xml.gz	true
	/cos2sgw1_20220831115534_22828.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831115534_22828.xml.gz	true
	/cos2sgw1_20220831120918_22829.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831120918_22829.xml.gz	true
	/cos2sgw1_20220831121034_22830.xml.gz	V:\Sisula\sftp\gz\cos2sgw1_20220831121034_22830.xml.gz	true
